station_name,date,latitude,longitude,month,pressure_sea_level_hpa,pressure_station_hpa,province,rain_mm,snow_mm,temp_max__temp_max,temp_mean__temp_moyenne,temp_min__temp_min,total_precip__precip_totale,wind_speed_kph,year
Edmonton,1880-01-01,53.3,-113.6,1,,,AB,,,,,,,,1880
Edmonton,1880-02-01,53.3,-113.6,2,,,AB,,,,,,,,1880
Edmonton,1880-03-01,53.3,-113.6,3,,,AB,,,,,,,,1880
Edmonton,1880-04-01,53.3,-113.6,4,,,AB,,,,,,,,1880
Edmonton,1880-05-01,53.3,-113.6,5,,,AB,,,,,,,,1880
Edmonton,1880-06-01,53.3,-113.6,6,,,AB,,,,,,,,1880
Edmonton,1880-07-01,53.3,-113.6,7,,,AB,,,,,,,,1880
Edmonton,1880-08-01,53.3,-113.6,8,,,AB,,,16.9,11.6,6.2,,,1880
Edmonton,1880-09-01,53.3,-113.6,9,,,AB,,,15.0,8.5,1.9,,,1880
Edmonton,1880-10-01,53.3,-113.6,10,,,AB,,,9.8,4.4,-1.2,,,1880
Edmonton,1880-11-01,53.3,-113.6,11,,,AB,,,-2.2,-6.1,-9.9,,,1880
Edmonton,1880-12-01,53.3,-113.6,12,,,AB,,,-16.6,-21.8,-27.1,,,1880
Edmonton,1881-01-01,53.3,-113.6,1,,,AB,,,-12.4,-17.1,-21.7,,,1881
Edmonton,1881-02-01,53.3,-113.6,2,,,AB,,,-9.2,-14.1,-18.8,,,1881
Edmonton,1881-03-01,53.3,-113.6,3,,,AB,,,3.6,-1.0,-5.5,,,1881
Edmonton,1881-04-01,53.3,-113.6,4,,,AB,,,8.1,3.0,-2.2,,,1881
Edmonton,1881-05-01,53.3,-113.6,5,,,AB,,,15.1,8.4,1.7,,,1881
Edmonton,1881-06-01,53.3,-113.6,6,,,AB,,,18.2,12.3,6.2,,,1881
Edmonton,1881-07-01,53.3,-113.6,7,,,AB,,,,,,,,1881
Edmonton,1881-08-01,53.3,-113.6,8,,,AB,,,,,,,,1881
Edmonton,1881-09-01,53.3,-113.6,9,,,AB,,,12.5,7.2,1.9,,,1881
Edmonton,1881-10-01,53.3,-113.6,10,,,AB,,,4.8,0.1,-4.6,,,1881
Edmonton,1881-11-01,53.3,-113.6,11,,,AB,,,-2.0,-5.4,-8.9,,,1881
Edmonton,1881-12-01,53.3,-113.6,12,,,AB,,,-3.6,-7.6,-11.6,,,1881
Edmonton,1882-01-01,53.3,-113.6,1,,,AB,,,-8.1,-13.5,-18.9,,,1882
Edmonton,1882-02-01,53.3,-113.6,2,,,AB,,,-5.2,-12.0,-18.7,,,1882
Edmonton,1882-03-01,53.3,-113.6,3,,,AB,,,-5.0,-10.5,-15.9,,,1882
Edmonton,1882-04-01,53.3,-113.6,4,,,AB,,,8.2,,,,,1882
Edmonton,1882-05-01,53.3,-113.6,5,,,AB,,,16.1,9.1,2.2,,,1882
Edmonton,1882-06-01,53.3,-113.6,6,,,AB,,,20.0,13.7,7.2,,,1882
Edmonton,1882-07-01,53.3,-113.6,7,,,AB,,,21.4,15.1,8.7,,,1882
Edmonton,1882-08-01,53.3,-113.6,8,,,AB,,,22.1,15.1,8.0,,,1882
Edmonton,1882-09-01,53.3,-113.6,9,,,AB,,,15.9,8.8,1.5,,,1882
Edmonton,1882-10-01,53.3,-113.6,10,,,AB,,,3.3,0.6,-2.2,,,1882
Edmonton,1882-11-01,53.3,-113.6,11,,,AB,,,-1.9,-6.2,-10.5,,,1882
Edmonton,1882-12-01,53.3,-113.6,12,,,AB,,,-7.9,-13.0,-18.1,,,1882
Edmonton,1883-01-01,53.3,-113.6,1,,,AB,0.0,34.6,-15.7,-20.4,-25.1,34.6,,1883
Edmonton,1883-02-01,53.3,-113.6,2,,,AB,0.0,17.8,-8.6,-14.2,-19.8,17.8,,1883
Edmonton,1883-03-01,53.3,-113.6,3,,,AB,9.7,27.0,-0.1,-4.8,-9.5,36.7,,1883
Edmonton,1883-04-01,53.3,-113.6,4,,,AB,3.3,0.0,9.9,3.4,-3.1,3.3,,1883
Edmonton,1883-05-01,53.3,-113.6,5,,,AB,13.8,1.5,14.6,7.8,1.0,15.2,,1883
Edmonton,1883-06-01,53.3,-113.6,6,,,AB,50.3,0.0,19.6,12.5,5.3,50.3,,1883
Edmonton,1883-07-01,53.3,-113.6,7,,,AB,58.6,0.0,22.0,13.9,5.7,58.6,,1883
Edmonton,1883-08-01,53.3,-113.6,8,,,AB,6.5,0.0,21.2,14.0,6.8,6.5,,1883
Edmonton,1883-09-01,53.3,-113.6,9,,,AB,0.0,0.0,16.4,8.5,0.6,0.0,,1883
Edmonton,1883-10-01,53.3,-113.6,10,,,AB,31.0,0.0,,,,31.0,,1883
Edmonton,1883-11-01,53.3,-113.6,11,,,AB,0.0,5.6,-6.6,-11.3,-16.0,5.6,,1883
Edmonton,1883-12-01,53.3,-113.6,12,,,AB,0.3,5.9,-8.6,-12.5,-16.5,6.2,,1883
Edmonton,1884-01-01,53.3,-113.6,1,,,AB,0.0,14.0,-9.2,-14.0,-18.7,14.0,,1884
Edmonton,1884-02-01,53.3,-113.6,2,,,AB,0.0,12.8,-12.7,-18.7,-24.6,12.8,,1884
Edmonton,1884-03-01,53.3,-113.6,3,,,AB,0.0,13.3,0.3,-5.3,-11.0,13.3,,1884
Edmonton,1884-04-01,53.3,-113.6,4,,,AB,19.0,8.0,9.5,3.1,-3.2,26.9,,1884
Edmonton,1884-05-01,53.3,-113.6,5,,,AB,33.5,5.7,19.8,10.8,1.8,39.2,,1884
Edmonton,1884-06-01,53.3,-113.6,6,,,AB,108.4,0.0,19.9,12.8,5.6,108.4,,1884
Edmonton,1884-07-01,53.3,-113.6,7,,,AB,79.6,0.0,21.0,13.5,6.0,79.6,,1884
Edmonton,1884-08-01,53.3,-113.6,8,,,AB,30.3,0.0,21.1,13.5,5.8,30.3,,1884
Edmonton,1884-09-01,53.3,-113.6,9,,,AB,68.1,0.0,13.5,6.8,0.0,68.1,,1884
Edmonton,1884-10-01,53.3,-113.6,10,,,AB,1.3,0.2,8.0,2.1,-3.9,1.5,,1884
Edmonton,1884-11-01,53.3,-113.6,11,,,AB,0.0,14.2,1.9,-2.6,-7.1,14.2,,1884
Edmonton,1884-12-01,53.3,-113.6,12,,,AB,0.0,19.9,-13.2,-17.3,-21.2,19.9,,1884
Edmonton,1885-01-01,53.3,-113.6,1,,,AB,0.0,38.6,-14.6,-18.9,-23.2,38.6,,1885
Edmonton,1885-02-01,53.3,-113.6,2,,,AB,0.0,27.0,-9.5,-14.5,-19.5,27.0,,1885
Edmonton,1885-03-01,53.3,-113.6,3,,,AB,4.8,0.2,4.8,-0.4,-5.6,5.0,,1885
Edmonton,1885-04-01,53.3,-113.6,4,,,AB,10.0,0.0,12.1,5.0,-2.1,10.0,,1885
Edmonton,1885-05-01,53.3,-113.6,5,,,AB,107.8,0.0,17.9,9.7,1.4,107.8,,1885
Edmonton,1885-06-01,53.3,-113.6,6,,,AB,23.6,0.0,22.9,13.9,4.9,23.6,,1885
Edmonton,1885-07-01,53.3,-113.6,7,,,AB,92.1,0.0,20.7,13.5,6.2,92.1,,1885
Edmonton,1885-08-01,53.3,-113.6,8,,,AB,26.0,0.0,22.1,13.9,5.6,26.0,,1885
Edmonton,1885-09-01,53.3,-113.6,9,,,AB,13.5,0.0,17.2,8.8,0.4,13.5,,1885
Edmonton,1885-10-01,53.3,-113.6,10,,,AB,0.0,45.7,11.1,4.9,-1.3,45.7,,1885
Edmonton,1885-11-01,53.3,-113.6,11,,,AB,0.0,0.0,1.3,-2.1,-5.4,0.0,,1885
Edmonton,1885-12-01,53.3,-113.6,12,,,AB,0.0,33.0,-4.6,-8.1,-11.5,33.0,,1885
Edmonton,1886-01-01,53.3,-113.6,1,,,AB,0.0,10.8,-20.7,-25.4,-30.2,10.8,,1886
Edmonton,1886-02-01,53.3,-113.6,2,,,AB,0.0,0.9,-4.8,-9.1,-13.3,0.9,,1886
Edmonton,1886-03-01,53.3,-113.6,3,,,AB,0.0,8.5,0.7,-5.5,-11.6,8.5,,1886
Edmonton,1886-04-01,53.3,-113.6,4,,,AB,16.3,10.4,10.1,4.2,-1.7,26.7,,1886
Edmonton,1886-05-01,53.3,-113.6,5,,,AB,21.0,42.9,16.4,9.3,2.2,63.9,,1886
Edmonton,1886-06-01,53.3,-113.6,6,,,AB,101.6,0.0,21.7,14.2,6.7,101.6,,1886
Edmonton,1886-07-01,53.3,-113.6,7,,,AB,4.2,0.0,24.1,16.1,8.0,4.2,,1886
Edmonton,1886-08-01,53.3,-113.6,8,,,AB,63.5,0.0,20.1,12.7,5.2,63.5,,1886
Edmonton,1886-09-01,53.3,-113.6,9,,,AB,70.9,0.4,14.3,8.1,1.8,71.3,,1886
Edmonton,1886-10-01,53.3,-113.6,10,,,AB,0.0,0.0,12.3,4.7,-2.9,0.0,,1886
Edmonton,1886-11-01,53.3,-113.6,11,,,AB,0.0,1.1,1.1,-4.0,-9.1,1.1,,1886
Edmonton,1886-12-01,53.3,-113.6,12,,,AB,0.0,4.0,-9.6,-13.8,-18.0,4.0,,1886
Edmonton,1887-01-01,53.3,-113.6,1,,,AB,0.0,9.4,-16.3,-22.5,-28.6,9.4,,1887
Edmonton,1887-02-01,53.3,-113.6,2,,,AB,0.0,20.8,-17.9,-23.5,-29.0,20.8,,1887
Edmonton,1887-03-01,53.3,-113.6,3,,,AB,0.0,9.5,,,-12.4,9.5,,1887
Edmonton,1887-04-01,53.3,-113.6,4,,,AB,0.0,19.9,,,,19.9,,1887
Edmonton,1887-05-01,53.3,-113.6,5,,,AB,27.4,0.0,17.6,9.8,1.9,27.4,,1887
Edmonton,1887-06-01,53.3,-113.6,6,,,AB,66.5,0.0,18.9,11.0,3.0,66.5,,1887
Edmonton,1887-07-01,53.3,-113.6,7,,,AB,62.8,0.0,20.8,13.4,6.1,62.8,,1887
Edmonton,1887-08-01,53.3,-113.6,8,,,AB,74.8,0.0,19.9,12.9,5.8,74.8,,1887
Edmonton,1887-09-01,53.3,-113.6,9,,,AB,17.6,0.0,16.2,9.0,1.7,17.6,,1887
Edmonton,1887-10-01,53.3,-113.6,10,,,AB,8.3,0.0,8.5,2.8,-2.9,8.3,,1887
Edmonton,1887-11-01,53.3,-113.6,11,,,AB,0.0,7.2,-1.0,-5.6,-10.1,7.2,,1887
Edmonton,1887-12-01,53.3,-113.6,12,,,AB,0.0,20.0,-11.5,-15.7,-19.8,20.0,,1887
Edmonton,1888-01-01,53.3,-113.6,1,,,AB,0.0,21.8,-15.9,-23.1,-30.2,21.8,,1888
Edmonton,1888-02-01,53.3,-113.6,2,,,AB,0.0,67.6,-6.2,-11.8,-17.4,67.6,,1888
Edmonton,1888-03-01,53.3,-113.6,3,,,AB,2.8,19.0,-4.9,-11.9,-18.8,21.8,,1888
Edmonton,1888-04-01,53.3,-113.6,4,,,AB,39.5,0.2,4.6,-0.7,-6.0,39.8,,1888
Edmonton,1888-05-01,53.3,-113.6,5,,,AB,17.4,0.0,16.1,8.1,0.1,17.4,,1888
Edmonton,1888-06-01,53.3,-113.6,6,,,AB,157.0,3.4,18.2,11.5,4.8,160.4,,1888
Edmonton,1888-07-01,53.3,-113.6,7,,,AB,143.5,0.0,20.7,13.2,5.8,143.5,,1888
Edmonton,1888-08-01,53.3,-113.6,8,,,AB,46.6,0.0,20.3,13.1,5.9,46.6,,1888
Edmonton,1888-09-01,53.3,-113.6,9,,,AB,0.3,0.0,19.1,11.2,3.2,0.3,,1888
Edmonton,1888-10-01,53.3,-113.6,10,,,AB,22.5,2.8,10.0,3.6,-2.8,25.3,,1888
Edmonton,1888-11-01,53.3,-113.6,11,,,AB,0.0,3.0,-0.4,-4.9,-9.4,3.0,,1888
Edmonton,1888-12-01,53.3,-113.6,12,,,AB,0.0,0.2,-2.1,-6.8,-11.4,0.2,,1888
Edmonton,1889-01-01,53.3,-113.6,1,,,AB,0.0,1.5,-1.3,-6.8,-12.3,1.5,,1889
Edmonton,1889-02-01,53.3,-113.6,2,,,AB,0.0,0.2,-1.2,-7.1,-13.0,0.2,,1889
Edmonton,1889-03-01,53.3,-113.6,3,,,AB,0.0,2.2,8.0,1.3,-5.4,2.2,,1889
Edmonton,1889-04-01,53.3,-113.6,4,,,AB,16.0,17.2,14.3,7.0,-0.4,33.3,,1889
Edmonton,1889-05-01,53.3,-113.6,5,,,AB,7.2,0.0,18.4,10.6,2.8,7.2,,1889
Edmonton,1889-06-01,53.3,-113.6,6,,,AB,36.0,0.0,21.2,13.0,4.8,36.0,,1889
Edmonton,1889-07-01,53.3,-113.6,7,,,AB,50.7,0.0,23.1,14.6,6.2,50.7,,1889
Edmonton,1889-08-01,53.3,-113.6,8,,,AB,31.7,0.0,23.0,14.1,5.0,31.7,,1889
Edmonton,1889-09-01,53.3,-113.6,9,,,AB,34.7,6.2,15.0,7.6,0.2,40.9,,1889
Edmonton,1889-10-01,53.3,-113.6,10,,,AB,2.3,0.0,13.4,6.0,-1.5,2.3,,1889
Edmonton,1889-11-01,53.3,-113.6,11,,,AB,2.6,12.8,1.6,-2.7,-7.0,15.4,,1889
Edmonton,1889-12-01,53.3,-113.6,12,,,AB,0.0,9.4,-8.9,-14.1,-19.2,9.4,,1889
Edmonton,1890-01-01,53.3,-113.6,1,,,AB,0.3,21.5,-17.3,-23.0,-28.7,21.8,,1890
Edmonton,1890-02-01,53.3,-113.6,2,,,AB,0.3,9.6,-11.7,-18.5,-25.3,9.9,,1890
Edmonton,1890-03-01,53.3,-113.6,3,,,AB,0.0,25.9,0.1,-6.1,-12.3,25.9,,1890
Edmonton,1890-04-01,53.3,-113.6,4,,,AB,1.3,5.4,7.4,1.1,-5.2,6.7,,1890
Edmonton,1890-05-01,53.3,-113.6,5,,,AB,66.2,0.2,17.7,9.3,0.8,66.4,,1890
Edmonton,1890-06-01,53.3,-113.6,6,,,AB,96.8,0.0,21.0,12.9,4.7,96.8,,1890
Edmonton,1890-07-01,53.3,-113.6,7,,,AB,146.4,0.0,21.5,14.5,7.3,146.4,,1890
Edmonton,1890-08-01,53.3,-113.6,8,,,AB,111.7,0.0,21.3,14.0,6.7,111.7,,1890
Edmonton,1890-09-01,53.3,-113.6,9,,,AB,80.7,0.0,17.2,9.8,2.3,80.7,,1890
Edmonton,1890-10-01,53.3,-113.6,10,,,AB,25.4,0.0,9.9,4.2,-1.5,25.4,,1890
Edmonton,1890-11-01,53.3,-113.6,11,,,AB,1.3,3.4,6.1,1.7,-2.8,4.7,,1890
Edmonton,1890-12-01,53.3,-113.6,12,,,AB,1.3,12.4,-1.9,-6.2,-10.5,13.7,,1890
Edmonton,1891-01-01,53.3,-113.6,1,,,AB,16.9,18.6,-2.2,-7.5,-12.8,35.4,,1891
Edmonton,1891-02-01,53.3,-113.6,2,,,AB,0.0,4.7,-11.0,-17.3,-23.6,4.7,,1891
Edmonton,1891-03-01,53.3,-113.6,3,,,AB,9.4,40.2,0.2,-4.8,-9.9,49.6,,1891
Edmonton,1891-04-01,53.3,-113.6,4,,,AB,17.1,0.0,14.9,6.9,-1.1,17.1,,1891
Edmonton,1891-05-01,53.3,-113.6,5,,,AB,27.6,0.2,17.3,9.2,1.1,27.8,,1891
Edmonton,1891-06-01,53.3,-113.6,6,,,AB,71.9,0.0,19.6,11.9,4.1,71.9,,1891
Edmonton,1891-07-01,53.3,-113.6,7,,,AB,177.9,0.0,22.4,15.3,8.0,177.9,,1891
Edmonton,1891-08-01,53.3,-113.6,8,,,AB,57.5,0.0,20.3,13.2,6.1,57.5,,1891
Edmonton,1891-09-01,53.3,-113.6,9,,,AB,35.8,0.2,16.5,9.6,2.6,36.0,,1891
Edmonton,1891-10-01,53.3,-113.6,10,,,AB,12.7,0.4,10.4,4.2,-2.0,13.1,,1891
Edmonton,1891-11-01,53.3,-113.6,11,,,AB,6.9,3.2,-0.8,-5.8,-10.8,10.1,,1891
Edmonton,1891-12-01,53.3,-113.6,12,,,AB,0.3,0.2,-3.8,-8.2,-12.6,0.5,,1891
Edmonton,1892-01-01,53.3,-113.6,1,,,AB,0.0,4.5,-7.0,-12.9,-18.7,4.5,,1892
Edmonton,1892-02-01,53.3,-113.6,2,,,AB,0.0,37.8,-6.3,-13.7,-21.1,37.8,,1892
Edmonton,1892-03-01,53.3,-113.6,3,,,AB,3.6,31.3,2.1,-3.9,-10.0,34.9,,1892
Edmonton,1892-04-01,53.3,-113.6,4,,,AB,18.4,8.7,8.4,1.8,-4.8,27.1,,1892
Edmonton,1892-05-01,53.3,-113.6,5,,,AB,7.2,0.0,13.8,6.8,-0.3,7.2,,1892
Edmonton,1892-06-01,53.3,-113.6,6,,,AB,97.5,0.2,20.1,12.3,4.4,97.7,,1892
Edmonton,1892-07-01,53.3,-113.6,7,,,AB,66.0,0.0,22.1,14.4,6.6,66.0,,1892
Edmonton,1892-08-01,53.3,-113.6,8,,,AB,77.8,0.0,21.6,13.5,5.4,77.8,,1892
Edmonton,1892-09-01,53.3,-113.6,9,,,AB,19.9,0.0,17.4,9.5,1.4,19.9,,1892
Edmonton,1892-10-01,53.3,-113.6,10,,,AB,19.4,11.6,12.1,5.2,-1.8,31.0,,1892
Edmonton,1892-11-01,53.3,-113.6,11,,,AB,1.7,47.5,-3.9,-8.3,-12.7,49.2,,1892
Edmonton,1892-12-01,53.3,-113.6,12,,,AB,8.2,16.3,-7.4,-12.6,-17.7,24.5,,1892
Edmonton,1893-01-01,53.3,-113.6,1,,,AB,5.7,35.7,-6.8,-12.2,-17.5,41.4,,1893
Edmonton,1893-02-01,53.3,-113.6,2,,,AB,0.3,7.4,-10.8,-16.1,-21.3,7.7,,1893
Edmonton,1893-03-01,53.3,-113.6,3,,,AB,0.3,0.6,-2.0,-8.7,-15.4,0.9,,1893
Edmonton,1893-04-01,53.3,-113.6,4,,,AB,2.5,15.1,4.6,-0.5,-5.6,17.6,,1893
Edmonton,1893-05-01,53.3,-113.6,5,,,AB,84.8,0.0,17.8,10.2,2.5,84.8,,1893
Edmonton,1893-06-01,53.3,-113.6,6,,,AB,89.3,0.0,18.8,11.4,4.1,89.3,,1893
Edmonton,1893-07-01,53.3,-113.6,7,,,AB,116.6,0.0,21.3,14.5,7.7,116.6,,1893
Edmonton,1893-08-01,53.3,-113.6,8,,,AB,15.6,0.0,21.9,14.5,7.0,15.6,,1893
Edmonton,1893-09-01,53.3,-113.6,9,,,AB,27.5,0.6,14.6,7.5,0.4,28.1,,1893
Edmonton,1893-10-01,53.3,-113.6,10,,,AB,1.1,2.4,6.1,0.7,-4.8,3.5,,1893
Edmonton,1893-11-01,53.3,-113.6,11,,,AB,0.6,9.8,-4.4,-8.6,-12.9,10.4,,1893
Edmonton,1893-12-01,53.3,-113.6,12,,,AB,0.0,91.3,-7.4,-12.4,-17.4,91.3,,1893
Edmonton,1894-01-01,53.3,-113.6,1,,,AB,0.0,17.3,-14.0,-20.3,-26.5,17.3,,1894
Edmonton,1894-02-01,53.3,-113.6,2,,,AB,0.0,0.6,-6.7,-12.0,-17.3,0.6,,1894
Edmonton,1894-03-01,53.3,-113.6,3,,,AB,0.0,20.2,-0.8,-6.9,-12.9,20.2,,1894
Edmonton,1894-04-01,53.3,-113.6,4,,,AB,0.3,3.8,11.0,4.2,-2.6,4.1,,1894
Edmonton,1894-05-01,53.3,-113.6,5,,,AB,78.6,0.4,17.2,10.1,3.0,79.0,,1894
Edmonton,1894-06-01,53.3,-113.6,6,,,AB,98.2,0.0,20.8,13.5,6.2,98.2,,1894
Edmonton,1894-07-01,53.3,-113.6,7,,,AB,38.5,0.0,24.9,16.5,8.0,38.5,,1894
Edmonton,1894-08-01,53.3,-113.6,8,,,AB,56.0,0.0,24.5,16.1,7.7,56.0,,1894
Edmonton,1894-09-01,53.3,-113.6,9,,,AB,50.7,0.0,13.9,7.4,0.8,50.7,,1894
Edmonton,1894-10-01,53.3,-113.6,10,,,AB,14.9,37.9,7.2,2.5,-2.1,52.8,,1894
Edmonton,1894-11-01,53.3,-113.6,11,,,AB,0.8,29.6,-0.3,-5.4,-10.5,30.5,,1894
Edmonton,1894-12-01,53.3,-113.6,12,,,AB,0.0,4.0,-5.0,-10.3,-15.7,4.0,,1894
Edmonton,1895-01-01,53.3,-113.6,1,,,AB,0.0,24.4,-13.2,-19.2,-25.2,24.4,,1895
Edmonton,1895-02-01,53.3,-113.6,2,,,AB,0.3,26.3,-6.7,-12.3,-17.8,26.6,,1895
Edmonton,1895-03-01,53.3,-113.6,3,,,AB,0.0,8.9,1.6,-4.0,-9.6,8.9,,1895
Edmonton,1895-04-01,53.3,-113.6,4,,,AB,38.3,3.4,12.5,5.6,-1.3,41.6,,1895
Edmonton,1895-05-01,53.3,-113.6,5,,,AB,23.4,0.2,17.6,9.5,1.3,23.6,,1895
Edmonton,1895-06-01,53.3,-113.6,6,,,AB,67.1,0.0,20.6,12.4,4.2,67.1,,1895
Edmonton,1895-07-01,53.3,-113.6,7,,,AB,53.7,0.0,22.6,15.1,7.6,53.7,,1895
Edmonton,1895-08-01,53.3,-113.6,8,,,AB,54.9,0.0,20.4,12.6,4.6,54.9,,1895
Edmonton,1895-09-01,53.3,-113.6,9,,,AB,49.9,5.4,12.6,6.4,0.1,55.2,,1895
Edmonton,1895-10-01,53.3,-113.6,10,,,AB,2.1,0.0,13.7,5.8,-2.1,2.1,,1895
Edmonton,1895-11-01,53.3,-113.6,11,,,AB,15.2,13.3,-0.3,-4.6,-8.8,28.5,,1895
Edmonton,1895-12-01,53.3,-113.6,12,,,AB,0.0,33.5,-4.9,-9.7,-14.4,33.5,,1895
Edmonton,1896-01-01,53.3,-113.6,1,,,AB,0.3,12.6,-16.1,-20.9,-25.6,12.9,,1896
Edmonton,1896-02-01,53.3,-113.6,2,,,AB,0.9,18.6,-1.8,-6.9,-12.1,19.4,,1896
Edmonton,1896-03-01,53.3,-113.6,3,,,AB,5.7,29.8,-2.1,-8.0,-14.0,35.5,,1896
Edmonton,1896-04-01,53.3,-113.6,4,,,AB,6.8,26.7,6.7,0.9,-4.9,33.4,,1896
Edmonton,1896-05-01,53.3,-113.6,5,,,AB,54.9,0.2,14.8,8.1,1.4,55.1,,1896
Edmonton,1896-06-01,53.3,-113.6,6,,,AB,72.9,0.0,21.5,13.4,5.3,72.9,,1896
Edmonton,1896-07-01,53.3,-113.6,7,,,AB,56.4,0.0,24.6,16.5,8.4,56.4,,1896
Edmonton,1896-08-01,53.3,-113.6,8,,,AB,56.6,0.0,20.4,13.0,5.6,56.6,,1896
Edmonton,1896-09-01,53.3,-113.6,9,,,AB,7.2,0.0,16.5,8.5,0.5,7.2,,1896
Edmonton,1896-10-01,53.3,-113.6,10,,,AB,5.6,0.0,11.3,4.4,-2.6,5.6,,1896
Edmonton,1896-11-01,53.3,-113.6,11,,,AB,0.0,73.9,-13.9,-19.1,-24.3,73.9,,1896
Edmonton,1896-12-01,53.3,-113.6,12,,,AB,2.1,4.1,-3.3,-7.4,-11.5,6.2,,1896
Edmonton,1897-01-01,53.3,-113.6,1,,,AB,0.0,3.6,-9.0,-14.8,-20.5,3.6,,1897
Edmonton,1897-02-01,53.3,-113.6,2,,,AB,0.0,9.5,-5.5,-11.7,-17.7,9.5,,1897
Edmonton,1897-03-01,53.3,-113.6,3,,,AB,0.0,9.3,-5.5,-12.7,-19.9,9.3,,1897
Edmonton,1897-04-01,53.3,-113.6,4,,,AB,13.2,0.0,10.8,4.8,-1.1,13.2,,1897
Edmonton,1897-05-01,53.3,-113.6,5,,,AB,11.0,0.0,21.4,12.6,3.6,11.0,,1897
Edmonton,1897-06-01,53.3,-113.6,6,,,AB,113.2,0.0,21.7,13.4,5.1,113.2,,1897
Edmonton,1897-07-01,53.3,-113.6,7,,,AB,115.6,0.0,21.3,13.9,6.5,115.6,,1897
Edmonton,1897-08-01,53.3,-113.6,8,,,AB,34.9,0.0,24.0,15.4,6.8,34.9,,1897
Edmonton,1897-09-01,53.3,-113.6,9,,,AB,28.8,0.0,18.8,10.3,1.7,28.8,,1897
Edmonton,1897-10-01,53.3,-113.6,10,,,AB,5.5,2.8,12.3,5.6,-1.3,8.3,,1897
Edmonton,1897-11-01,53.3,-113.6,11,,,AB,3.1,28.9,-7.1,-11.6,-16.1,32.0,,1897
Edmonton,1897-12-01,53.3,-113.6,12,,,AB,13.4,15.6,-4.5,-9.9,-15.2,29.0,,1897
Edmonton,1898-01-01,53.3,-113.6,1,,,AB,0.0,5.1,-3.5,-8.8,-14.1,5.1,,1898
Edmonton,1898-02-01,53.3,-113.6,2,,,AB,0.0,32.6,-8.9,-14.8,-20.6,32.6,,1898
Edmonton,1898-03-01,53.3,-113.6,3,,,AB,0.0,25.0,-2.1,-7.9,-13.5,25.0,,1898
Edmonton,1898-04-01,53.3,-113.6,4,,,AB,2.8,0.4,9.3,2.9,-3.5,3.2,,1898
Edmonton,1898-05-01,53.3,-113.6,5,,,AB,7.1,0.0,20.9,11.4,1.9,7.1,,1898
Edmonton,1898-06-01,53.3,-113.6,6,,,AB,77.5,0.0,22.3,13.5,4.7,77.5,,1898
Edmonton,1898-07-01,53.3,-113.6,7,,,AB,55.8,0.0,23.7,15.7,7.7,55.8,,1898
Edmonton,1898-08-01,53.3,-113.6,8,,,AB,25.6,0.0,24.1,15.7,7.4,25.6,,1898
Edmonton,1898-09-01,53.3,-113.6,9,,,AB,22.0,0.0,18.5,10.1,1.7,22.0,,1898
Edmonton,1898-10-01,53.3,-113.6,10,,,AB,7.7,28.1,5.3,0.5,-4.4,35.8,,1898
Edmonton,1898-11-01,53.3,-113.6,11,,,AB,3.1,12.6,-1.9,-6.6,-11.3,15.7,,1898
Edmonton,1898-12-01,53.3,-113.6,12,,,AB,5.4,3.8,-1.9,-6.2,-10.6,9.3,,1898
Edmonton,1899-01-01,53.3,-113.6,1,,,AB,2.6,29.1,-8.6,-13.8,-19.1,31.7,,1899
Edmonton,1899-02-01,53.3,-113.6,2,,,AB,2.6,4.5,-12.2,-17.7,-23.3,7.2,,1899
Edmonton,1899-03-01,53.3,-113.6,3,,,AB,0.0,10.0,-7.2,-14.0,-20.7,10.0,,1899
Edmonton,1899-04-01,53.3,-113.6,4,,,AB,8.6,40.4,7.3,1.1,-5.1,49.0,,1899
Edmonton,1899-05-01,53.3,-113.6,5,,,AB,57.6,4.8,14.5,7.0,-0.5,62.4,,1899
Edmonton,1899-06-01,53.3,-113.6,6,,,AB,80.3,0.0,20.4,12.4,4.3,80.3,,1899
Edmonton,1899-07-01,53.3,-113.6,7,,,AB,66.0,0.0,22.6,14.8,6.9,66.0,,1899
Edmonton,1899-08-01,53.3,-113.6,8,,,AB,175.0,0.0,18.4,12.0,5.7,175.0,,1899
Edmonton,1899-09-01,53.3,-113.6,9,,,AB,38.9,0.0,17.4,10.3,3.2,38.9,,1899
Edmonton,1899-10-01,53.3,-113.6,10,,,AB,0.3,39.2,5.5,0.9,-3.8,39.5,,1899
Edmonton,1899-11-01,53.3,-113.6,11,,,AB,0.0,1.8,2.9,-1.3,-5.4,1.8,,1899
Edmonton,1899-12-01,53.3,-113.6,12,,,AB,0.0,23.5,-6.1,-10.9,-15.7,23.5,,1899
Edmonton,1900-01-01,53.3,-113.6,1,1018.4,928.7,AB,5.0,23.8,-4.0,-9.5,-15.0,28.8,13.5,1900
Edmonton,1900-02-01,53.3,-113.6,2,1017.7,928.6,AB,0.0,62.9,-9.7,-15.9,-22.1,62.9,12.0,1900
Edmonton,1900-03-01,53.3,-113.6,3,1016.4,928.7,AB,0.0,93.4,-2.2,-8.1,-13.9,93.4,15.1,1900
Edmonton,1900-04-01,53.3,-113.6,4,1017.1,930.5,AB,63.1,8.2,13.3,6.5,-0.2,71.3,17.7,1900
